Time (s),W,X,Y,Z
8.640512466,0.0001346475,0.8322936,0.5493357,0.04631909
8.660525799,0.006113734,0.8333629,0.547036,0.05336851
8.680538177,0.0138126,0.8342005,0.5447376,0.0617036
8.700551033,0.03027847,0.8340371,0.5419852,0.07965584
8.720563888,0.05397411,0.8316737,0.5398229,0.1030747
8.740576744,0.08810686,0.8225055,0.5367534,0.1557077
8.760589123,0.1232858,0.8076825,0.5300506,0.2193699
8.780602455,0.1697056,0.7824896,0.5171132,0.2968692
8.800614834,0.2251191,0.743939,0.4955058,0.3833761
8.820628166,0.2876274,0.6878691,0.4638643,0.4749351
8.840640545,0.3506512,0.6125295,0.418618,0.5685394
8.860653400,0.4090893,0.5190121,0.3606922,0.6555913
8.880666256,0.4569938,0.4145893,0.2948832,0.7272845
8.900679111,0.4930348,0.3037457,0.2244583,0.7816012
8.920691490,0.5158157,0.1987662,0.1594403,0.8158627
8.940704823,0.5276394,0.1115941,0.09754764,0.834419
8.960717201,0.5289693,0.08081295,0.05141847,0.8412161
8.980730534,0.5316876,0.06332136,0.03206836,0.8419607
9.000742912,0.532885,0.0465527,0.02063824,0.8426555
9.020755768,0.532729,0.04279779,0.01662588,0.8430418
9.040768623,0.5320175,0.04308691,0.002515279,0.8436364
9.060781479,0.5307154,0.05046068,-0.008127145,0.8440122
9.080793858,0.5290831,0.0572707,-0.01658489,0.8444784
9.100807190,0.5270512,0.06511287,-0.0269217,0.8449143
9.120819569,0.5248941,0.0752851,-0.03622951,0.8450641
9.140832901,0.5225872,0.08241048,-0.04491989,0.8454118
9.160845280,0.5202098,0.09053927,-0.05224225,0.8456257
9.180858135,0.5181115,0.09828938,-0.05883677,0.8456155
9.200870514,0.5161282,0.1049522,-0.06931142,0.8452339
9.220883846,0.5140678,0.1140282,-0.07553562,0.8447804
9.240896225,0.5118755,0.1238313,-0.0861681,0.8437133
9.260909557,0.5100048,0.131871,-0.09359398,0.8428363
9.280922413,0.5078259,0.1412697,-0.1024063,0.8416033
9.300935268,0.5059923,0.151764,-0.1114131,0.8397347
9.320948124,0.5042371,0.161971,-0.1199035,0.8377119
9.340960503,0.5023119,0.1713669,-0.1311709,0.8353072
9.360973835,0.5002907,0.1794598,-0.1416854,0.8331004
9.380986214,0.4957204,0.1841547,-0.1598999,0.8315095
9.400999546,0.4925021,0.1839657,-0.1768255,0.8300354
9.421011925,0.489217,0.1794166,-0.1907583,0.8298888
9.441024780,0.4857417,0.1689538,-0.2037702,0.8310325
9.461037159,0.4861165,0.1581957,-0.2046436,0.8327146
9.481050491,0.4866325,0.1551848,-0.2035422,0.8332496
9.501062870,0.485866,0.1472233,-0.2038607,0.8350617
9.521076202,0.4853487,0.1435609,-0.2046396,0.8358094
9.541088581,0.4841699,0.1409882,-0.205678,0.8366757
9.561101913,0.4832636,0.1412712,-0.2062997,0.8369986
9.581114292,0.4824741,0.1429724,-0.2060598,0.8372244
9.601127148,0.4816615,0.1458002,-0.2053337,0.837383
9.621139526,0.4812699,0.1476023,-0.202655,0.8379449
9.641152859,0.480865,0.1502217,-0.2023111,0.8377949
9.661165237,0.4800335,0.1542331,-0.2052133,0.8368363
9.681178570,0.479111,0.1562118,-0.2079508,0.8363221
9.701190948,0.4773178,0.1598454,-0.2163358,0.834532
9.721203804,0.475849,0.1573617,-0.2220676,0.8343373
9.741216659,0.4749247,0.1533754,-0.227287,0.8342007
9.761229515,0.474052,0.1479727,-0.232351,0.8342778
9.781241894,0.4735497,0.1409449,-0.232685,0.8356857
9.801255226,0.4736786,0.1352988,-0.2329086,0.8364832
9.821267605,0.4734344,0.129726,-0.2329915,0.8374805
9.841280937,0.4736584,0.1276459,-0.2309959,0.838226
9.861293316,0.4741629,0.1251091,-0.2281843,0.8390929
9.881306171,0.4763278,0.126816,-0.2270564,0.8379157
9.901319027,0.4792096,0.1269569,-0.22306,0.8373244
9.921331882,0.4814246,0.1300148,-0.2213682,0.8360325
9.941344261,0.4839003,0.133465,-0.219519,0.8345458
9.961357594,0.4858587,0.1374704,-0.2191216,0.8328605
9.981369972,0.4874235,0.1398275,-0.2201846,0.831272
10.001383305,0.4880626,0.1413566,-0.2234559,0.8297641
10.021395683,0.4879554,0.142683,-0.2276376,0.8284623
10.041408539,0.4889206,0.1380985,-0.2269679,0.8288537
10.061421394,0.4897346,0.1286626,-0.2291376,0.8292946
10.081434250,0.4896967,0.1200652,-0.2285015,0.8307805
10.101446629,0.4902622,0.1129175,-0.226137,0.8320951
10.121459961,0.4912289,0.1031141,-0.2205851,0.834285
10.141472340,0.4920966,0.09703881,-0.2145575,0.8360724
10.161485672,0.4935059,0.09072097,-0.2079391,0.837622
10.181498528,0.4965226,0.08788432,-0.1995268,0.8381875
10.201510906,0.4993325,0.08306587,-0.1914176,0.8389005
10.221524239,0.5019896,0.0795323,-0.1807039,0.8400326
10.241536617,0.504883,0.07530937,-0.1708677,0.8407459
10.261549950,0.5073672,0.07482438,-0.1633562,0.8407868
10.281562328,0.5095369,0.07332506,-0.15617,0.8409721
10.301575184,0.5116854,0.06956868,-0.1465904,0.8417109
10.321588039,0.5135371,0.06777159,-0.1394914,0.8419362
10.341600895,0.5153266,0.06450456,-0.1319248,0.8423189
10.361613274,0.5172564,0.0588827,-0.1226474,0.8429496
10.381626606,0.5185056,0.05817496,-0.1171594,0.8430119
10.401638985,0.5191636,0.05854045,-0.11863,0.8423757
10.421652317,0.5201206,0.05835622,-0.1122212,0.8426763
10.441664696,0.5215583,0.05014249,-0.09812344,0.8440747
10.461677551,0.5222119,0.04911944,-0.09255236,0.84436
10.481690407,0.5227749,0.05194082,-0.09077083,0.8440361
10.501703262,0.5234375,0.04863875,-0.08607453,0.844314
10.521715641,0.5244601,0.04841973,-0.08062651,0.8442299
10.541728973,0.5253603,0.04657418,-0.07501797,0.8442911
10.561741352,0.5262133,0.04587483,-0.07076138,0.8441656
10.581754684,0.5268981,0.04532697,-0.06798656,0.8439961
10.601767063,0.5275655,0.0466318,-0.06482957,0.8437564
10.621779919,0.5281794,0.04763407,-0.06345616,0.8434208
10.641792297,0.5286418,0.04824533,-0.06125903,0.8432587
10.661805630,0.5291445,0.05110811,-0.06194457,0.8427246
10.681818008,0.5296049,0.05276079,-0.06144641,0.8423699
10.701831341,0.529734,0.05293764,-0.06510565,0.8420026
10.721843719,0.5299144,0.05274611,-0.06497227,0.8419114
10.741857052,0.530285,0.05612279,-0.06598908,0.8413804
10.761869907,0.530156,0.05656187,-0.07203949,0.8409361
10.781882286,0.5304555,0.05325362,-0.07436929,0.8407602
10.801895618,0.5307664,0.04331179,-0.08265802,0.8403609
10.821907997,0.5313137,0.03043558,-0.07948522,0.840886
10.841921329,0.531911,0.01929473,-0.07500746,0.841249
10.861933708,0.532433,0.01295091,-0.06834933,0.8416077
10.881946564,0.5335262,0.005368386,-0.06155988,0.8415217
10.901958942,0.5344788,-0.002207328,-0.05168908,0.8415958
10.921972275,0.5365529,-0.009482845,-0.04371784,0.8406768
10.939483643,0.5384347,-0.01361657,-0.03929562,0.8396345
10.959496021,0.5398946,-0.02464405,-0.04381358,0.8382211
10.979508877,0.5408049,-0.04630654,-0.03996814,0.8369085
10.999521732,0.5371646,-0.09879655,-0.05922416,0.8335547
11.019534588,0.5267506,-0.1964009,-0.1249013,0.8154674
11.039546967,0.5021449,-0.3158806,-0.2101016,0.774954
11.059560299,0.4523773,-0.4616815,-0.3079224,0.6957113
11.079572678,0.372032,-0.6042132,-0.406391,0.5727042
11.099586010,0.2704074,-0.7156779,-0.4865907,0.4177797
11.119598389,0.1583938,-0.7870868,-0.5371905,0.2519088
11.139611244,0.06476755,-0.8154818,-0.5594637,0.1200914
11.159624577,0.04450888,-0.818404,-0.5667732,0.0602448
11.179636955,0.0524537,-0.8210353,-0.5646989,0.02987331
11.199650288,0.04978129,-0.8219435,-0.5643203,-0.01003883
11.219662666,0.04540392,-0.8237873,-0.5605156,-0.04198676
11.239675522,0.04998694,-0.8252192,-0.5573875,-0.04961385
11.259688377,0.05408405,-0.825843,-0.5561275,-0.0490742
11.279701233,0.05754138,-0.826273,-0.5553467,-0.04668616
11.299713612,0.05650649,-0.8265682,-0.5551363,-0.0452018
11.319726944,0.05578035,-0.8265889,-0.5550479,-0.04678499
11.339739323,0.0596608,-0.8261871,-0.5555675,-0.04275537
11.359752655,0.05963831,-0.8255025,-0.5567026,-0.04121667
11.379765034,0.05815713,-0.8249853,-0.5577112,-0.04003517
11.399777889,0.05826886,-0.8244039,-0.5585969,-0.0394988
11.419790268,0.05945945,-0.8238655,-0.5593501,-0.0382802
11.439803600,0.05876938,-0.8233799,-0.5601319,-0.03836248
11.459815979,0.05579729,-0.8232198,-0.5607489,-0.03720497
11.479829311,0.05283337,-0.823168,-0.561258,-0.03493376
11.499841690,0.05461546,-0.82284,-0.5615728,-0.03485896
11.519855022,0.05643704,-0.8225411,-0.5619604,-0.03269837
11.539867401,0.05181155,-0.8226275,-0.5623465,-0.03152217
11.559880257,0.05375772,-0.8224311,-0.5625313,-0.0300535
11.579893589,0.05741497,-0.8220305,-0.5626692,-0.03163145
11.599905968,0.05759158,-0.8218884,-0.5627905,-0.03281845
11.619919300,0.04856174,-0.8223442,-0.5632311,-0.02811107
11.639931679,0.05205869,-0.8220983,-0.5631915,-0.02978978
11.659944534,0.0521384,-0.8220088,-0.5632762,-0.03050902
11.679956913,0.05213128,-0.8220127,-0.5632883,-0.03018934
11.699970245,0.05458284,-0.8217327,-0.5634804,-0.0298933
11.719982624,0.0530623,-0.8218533,-0.5633205,-0.0322383
11.739995956,0.0530477,-0.8218331,-0.5633904,-0.0315476
11.760008335,0.05201977,-0.8217236,-0.5635854,-0.03261239
11.780021667,0.05204271,-0.8215781,-0.5637848,-0.03279439
11.800034046,0.0516924,-0.8213912,-0.5641112,-0.0324163
11.820046902,0.05286935,-0.8210983,-0.5642286,-0.03572397
11.840059280,0.05474256,-0.820789,-0.5645459,-0.03498738
11.860072613,0.05115781,-0.8207607,-0.5650212,-0.03336858
11.880084991,0.04861303,-0.8205692,-0.5655288,-0.03328585
11.900098324,0.04710311,-0.820429,-0.5658555,-0.03335892
11.920111179,0.04562178,-0.820344,-0.5661724,-0.032109
11.940123558,0.04604255,-0.8201402,-0.5664784,-0.03130415
11.960136890,0.04380323,-0.819986,-0.5669972,-0.02908707
11.980149269,0.04779379,-0.8193436,-0.5672668,-0.0350433
12.000162601,0.0475091,-0.8191891,-0.5675961,-0.0336835
12.020174980,0.04151636,-0.8191675,-0.5682015,-0.03187003
12.040188313,0.03836796,-0.818871,-0.5687665,-0.03332398
12.060200691,0.04038481,-0.8183677,-0.5696132,-0.02849156
12.080213547,0.03309375,-0.8186044,-0.5700437,-0.02166435
12.100225925,0.03752251,-0.8179364,-0.5707442,-0.02123584
12.120239258,0.03601,-0.8175882,-0.5709991,-0.02899137
12.140251637,0.03847469,-0.8171504,-0.5714875,-0.02854139
12.160264969,0.0462349,-0.8164136,-0.5717764,-0.03210144
12.180277348,0.04947922,-0.8159284,-0.572097,-0.03384301
12.200290203,0.05196803,-0.8153366,-0.5725749,-0.03620993
12.220303059,0.05133138,-0.8148686,-0.5732582,-0.0368358
12.240315914,0.04306167,-0.8149792,-0.5739121,-0.03474497
12.260329247,0.0417145,-0.8146361,-0.5747277,-0.03072173
12.280341625,0.03821276,-0.8143983,-0.5755142,-0.0265741
12.300354958,0.03422736,-0.8144812,-0.5758607,-0.02147
12.320367336,0.04295341,-0.8136455,-0.5763667,-0.02377008
12.340380192,0.04296543,-0.8131834,-0.5765452,-0.03331916
12.360392571,0.03459689,-0.8136297,-0.5768929,-0.02514138
12.380405903,0.04436884,-0.8127715,-0.5773235,-0.02755207
12.400418282,0.05134579,-0.8121086,-0.5771795,-0.03653254
12.420431614,0.05002204,-0.8121536,-0.5774251,-0.03334917
12.440443993,0.04555646,-0.8122517,-0.5778813,-0.02920078
12.460456848,0.03695305,-0.8122772,-0.5785165,-0.02804549
12.480469704,0.03585532,-0.8121856,-0.5787765,-0.02672571
12.500482559,0.03336591,-0.8122232,-0.5791109,-0.02094279
12.520495891,0.03448594,-0.8118936,-0.5794658,-0.02205883
12.540508270,0.03394935,-0.8115457,-0.5799013,-0.02415144
12.560521603,0.03350598,-0.811161,-0.5804537,-0.02441861
12.580533981,0.0361912,-0.8105592,-0.5809987,-0.02742857
12.600546837,0.03693143,-0.8100621,-0.5815741,-0.02889185
12.620559215,0.03683628,-0.809556,-0.5822606,-0.02936843
12.640572548,0.03707927,-0.8090659,-0.5829387,-0.0291139
12.660584927,0.03301369,-0.8087817,-0.5836636,-0.02732819
12.680598259,0.02855307,-0.8085015,-0.5844489,-0.02360719
12.700610638,0.0273333,-0.8080745,-0.5851635,-0.02190413
12.720623493,0.02762797,-0.8076563,-0.5856925,-0.02280311
12.740636349,0.02810511,-0.8072317,-0.5862632,-0.02258695
12.760649204,0.02892233,-0.8067141,-0.5868362,-0.02503628
12.780661583,0.02925178,-0.8062531,-0.5873651,-0.02702083
12.800674915,0.02921748,-0.8058732,-0.5878028,-0.02881385
12.820688248,0.02853197,-0.8055763,-0.5881907,-0.02986817
12.840700626,0.02825856,-0.8052804,-0.5885811,-0.03040981
12.860713482,0.02762721,-0.8050531,-0.5889161,-0.03052414
12.880725861,0.02479374,-0.8049664,-0.5892668,-0.02840146
12.900739193,0.02234164,-0.8050532,-0.5893216,-0.02679185
12.920751572,0.0227867,-0.8049183,-0.5895025,-0.02649044
12.940764904,0.01988989,-0.8050745,-0.5894134,-0.02605813
12.960777283,0.02150835,-0.8050708,-0.589272,-0.0280123
12.980790138,0.02111942,-0.8051993,-0.5889595,-0.0310238
13.000802994,0.02155486,-0.8053814,-0.5886713,-0.03146428
13.020815849,0.01947132,-0.8056377,-0.5883413,-0.03241835
13.040828228,0.0182548,-0.8059292,-0.5880756,-0.03065031
13.060841560,0.01712624,-0.8062252,-0.5876681,-0.03132499
13.080854893,0.01680019,-0.8064969,-0.5873998,-0.02948855
13.100867271,0.01362499,-0.8068951,-0.5869973,-0.0282225
13.120880127,0.01380955,-0.8071803,-0.5866452,-0.02727852
13.140892506,0.01218304,-0.8075739,-0.5861078,-0.0279533
13.160905838,0.01107584,-0.8079799,-0.585536,-0.02865201
13.180918217,0.01174026,-0.8083363,-0.584925,-0.03074147
13.200931549,0.01069819,-0.8087907,-0.584219,-0.03253828
13.220943928,0.008950624,-0.8092702,-0.583568,-0.03282963
13.240956783,0.007679559,-0.809786,-0.5829247,-0.03184722
13.260969639,0.006638167,-0.8104426,-0.5821298,-0.02985593
13.280982494,0.005987484,-0.8110636,-0.5812851,-0.02958883
13.300995827,0.005799689,-0.8118387,-0.5802079,-0.02951067
13.321008205,0.00553445,-0.8124795,-0.5793188,-0.02938925
13.341021538,0.00393152,-0.8132885,-0.5781568,-0.03014427
13.361033917,0.003622508,-0.8141179,-0.5769116,-0.03161488
13.381046772,0.002921876,-0.8149432,-0.5756431,-0.03349168
13.401059151,0.001485937,-0.8160849,-0.5739046,-0.0355594
13.421072483,0.001572809,-0.8171371,-0.5722386,-0.03814686
13.441084862,0.000481522,-0.8183764,-0.5704431,-0.03849837
13.461098194,0.000144982,-0.8195727,-0.5685756,-0.04062093
13.481110573,0.001079828,-0.8209682,-0.566236,-0.04488492
13.501123428,-0.00496771,-0.8222167,-0.5638324,-0.05153279
13.521136284,-0.01068477,-0.823299,-0.5616186,-0.05724482
13.541149139,-0.02167475,-0.8235321,-0.5595126,-0.06998999
13.561162472,-0.0393654,-0.8229786,-0.5571735,-0.08568448
13.581174850,-0.06700382,-0.8174899,-0.5576848,-0.1132957
13.601188183,-0.09489181,-0.809916,-0.5533155,-0.1596909
13.621200561,-0.1253155,-0.7971487,-0.5483983,-0.2115108
13.641213417,-0.1623238,-0.7794802,-0.5372385,-0.2721466
13.661225796,-0.2038333,-0.7552771,-0.5206906,-0.3369227
13.681239128,-0.2524374,-0.7199868,-0.4969936,-0.4092906
13.701251507,-0.3040926,-0.6720514,-0.4654108,-0.4856896
13.721264839,-0.3549986,-0.6114861,-0.4258848,-0.5615248
13.741277218,-0.4039669,-0.5381226,-0.3800834,-0.6319798
13.761290073,-0.4477888,-0.456223,-0.3288116,-0.6927161
13.781303406,-0.4852463,-0.3684278,-0.2734007,-0.7420755
13.801315784,-0.5147488,-0.2803054,-0.2171417,-0.7784208
13.821329117,-0.5366029,-0.1959391,-0.1643201,-0.8020545
13.841341495,-0.5497683,-0.1220162,-0.10946,-0.8170146
13.861354828,-0.5542842,-0.09364178,-0.06241294,-0.8226374
13.881367207,-0.558105,-0.0756457,-0.03980075,-0.8233105
13.901380062,-0.5609238,-0.06138758,-0.02473261,-0.8231719
13.921392441,-0.562332,-0.05118483,-0.01711752,-0.8231024
13.941405773,-0.5623922,-0.04540964,-0.007463616,-0.8235441
13.961418152,-0.5614293,-0.0493637,0.001686728,-0.8240056
13.981431484,-0.5599582,-0.05786442,0.009537075,-0.8243999
14.001444340,-0.557932,-0.06601517,0.01688597,-0.8250433
14.021456718,-0.5555402,-0.07744076,0.02822641,-0.8253539
14.041470051,-0.5529414,-0.08646233,0.03745538,-0.8258358
14.061482430,-0.5500504,-0.09877618,0.04714448,-0.8258892
14.081495762,-0.5477843,-0.1024212,0.05499591,-0.8264657
14.101508141,-0.5455086,-0.1090918,0.06114763,-0.826685
14.121521473,-0.5431507,-0.1176003,0.07132977,-0.826255
14.141533852,-0.5406111,-0.1280936,0.07737786,-0.8258159
14.161546707,-0.5383404,-0.1391953,0.08765252,-0.824475
14.181560040,-0.5360487,-0.1491359,0.09468538,-0.8234517
14.201572418,-0.5332681,-0.1626939,0.1062874,-0.8212712
14.221585751,-0.5308877,-0.1743606,0.1152616,-0.8192064
14.241598129,-0.5278013,-0.1854335,0.1272259,-0.8169953
14.261610985,-0.5234808,-0.191875,0.143483,-0.8155932
14.281623364,-0.5227466,-0.1956951,0.1500032,-0.8139817
14.301636696,-0.525034,-0.1960067,0.1479578,-0.812808
14.321649075,-0.5177712,-0.1858627,0.1756558,-0.8143345
14.341662407,-0.512322,-0.1682539,0.2030727,-0.8152336
14.361674786,-0.5144792,-0.1630286,0.2023647,-0.8151129
14.381688118,-0.5133397,-0.1589124,0.204106,-0.8162093
14.401700974,-0.512553,-0.155003,0.2043205,-0.8174009
14.421713352,-0.511965,-0.1534343,0.2037662,-0.8182034
14.441726685,-0.511168,-0.1543146,0.201597,-0.819073
14.461739063,-0.5102493,-0.1575671,0.2009584,-0.8191836
14.481752396,-0.5096154,-0.1600573,0.198373,-0.8197254
14.501764774,-0.5087745,-0.1627715,0.198694,-0.8196356
14.521777630,-0.5080671,-0.1665998,0.2001326,-0.8189548
14.541790008,-0.5060458,-0.1690424,0.206002,-0.8182501
14.561803341,-0.5036574,-0.1714495,0.2124399,-0.8175765
14.581816673,-0.5018131,-0.1655566,0.219869,-0.8179609
14.601829052,-0.5001405,-0.1578341,0.226241,-0.8187738
14.621841907,-0.4998564,-0.1505952,0.2272893,-0.8200195
14.641854763,-0.4999359,-0.1427268,0.2266669,-0.8215491
14.661867618,-0.4997815,-0.1396807,0.226304,-0.8222663
14.681879997,-0.50093,-0.1370918,0.2246498,-0.8224568
14.701893330,-0.5026297,-0.1381911,0.2227582,-0.82175
14.721905708,-0.5047691,-0.1393145,0.2197983,-0.8210457
14.741919041,-0.5070376,-0.1427996,0.217629,-0.8196258
14.759429932,-0.5089892,-0.1469826,0.2166881,-0.8179243
14.781944275,-0.5104827,-0.1500567,0.2171235,-0.8163183
14.801957607,-0.5112845,-0.1511779,0.2184834,-0.8152461
14.819468498,-0.5110783,-0.1523114,0.2223203,-0.8141263
14.839481354,-0.5120841,-0.1465147,0.2226091,-0.8144791
14.859494209,-0.5119656,-0.1362138,0.2245205,-0.8158157
14.879506588,-0.5123788,-0.1288223,0.2237827,-0.8169589
14.899519920,-0.5130538,-0.1169111,0.2195857,-0.8194616
14.919532776,-0.5133063,-0.1067053,0.2157961,-0.8216997
14.939545631,-0.5147253,-0.1005566,0.2073703,-0.8237545
14.959558487,-0.5169573,-0.09600352,0.1982238,-0.8251506
14.979570866,-0.5198112,-0.08999912,0.1867014,-0.8267204
14.999584198,-0.5228686,-0.08544427,0.1749949,-0.8278358
15.019596577,-0.5252699,-0.08376841,0.1666375,-0.8282112
15.039609909,-0.5274366,-0.08418173,0.158141,-0.8284582
15.059622288,-0.5294033,-0.08206068,0.1519271,-0.8285795
15.079635143,-0.5313936,-0.07757284,0.140263,-0.8297936
15.099648476,-0.5333278,-0.07153614,0.1295909,-0.8308297
15.119660854,-0.5354109,-0.06803702,0.1159199,-0.831803
15.139674187,-0.5360986,-0.06752349,0.1155793,-0.8314493
15.159686565,-0.5369482,-0.06483358,0.1110422,-0.8317335
15.179699421,-0.5381129,-0.06422489,0.1024768,-0.8321273
15.199712277,-0.5395375,-0.05151067,0.0854472,-0.8340098
15.219725132,-0.5397716,-0.0565124,0.08206258,-0.8338743
15.239738464,-0.5399722,-0.05796099,0.08164454,-0.8336861
15.259750843,-0.5408814,-0.05635785,0.07894914,-0.8334661
15.279763699,-0.5417264,-0.05446227,0.07169602,-0.8336987
15.299776554,-0.5425261,-0.05265433,0.06740943,-0.8336526
15.319789410,-0.5430396,-0.05286337,0.06325405,-0.8336307
15.339801788,-0.5432716,-0.05379487,0.06239705,-0.8334845
15.359815121,-0.543573,-0.0570064,0.06137135,-0.8331505
15.379827499,-0.5439026,-0.05932566,0.05887467,-0.8329538
15.399840832,-0.5437897,-0.06473641,0.06060837,-0.8325
15.419853687,-0.5435868,-0.06402099,0.06642465,-0.8322441
15.439866066,-0.5438541,-0.06413075,0.06773971,-0.831955
15.459879398,-0.5439502,-0.05305172,0.07792504,-0.8317807
15.479891777,-0.544562,-0.03939968,0.08126047,-0.8318198
15.499905109,-0.5453317,-0.02503124,0.07851844,-0.8321354
15.519917488,-0.5463333,-0.01569238,0.07680802,-0.8318665
15.539930344,-0.5471277,-0.007555109,0.07224838,-0.8318667
15.559943199,-0.5483586,-0.001390615,0.06505632,-0.8316828
15.579956055,-0.5505441,0.00449835,0.05918331,-0.8306659
15.599969387,-0.5526739,0.01119544,0.05396562,-0.8295431
15.619981766,-0.554095,0.01650389,0.05028036,-0.8287376
15.639995098,-0.5555334,0.01902702,0.05091667,-0.8276809
15.660007477,-0.5565583,0.02745158,0.05005323,-0.8268082
15.680020332,-0.55769,0.03722612,0.04863534,-0.8257472
15.700032711,-0.5568105,0.06013648,0.05366598,-0.8246778
15.720046043,-0.5547379,0.09144621,0.06267023,-0.8225591
15.740059376,-0.5490542,0.1440611,0.09870824,-0.8152731
15.760071754,-0.538605,0.2094167,0.1467599,-0.8007109
15.780084610,-0.5223801,0.2805089,0.1995752,-0.7779658
15.800096989,-0.4987718,0.3596427,0.2548838,-0.7440061
15.820110321,-0.4635814,0.447345,0.31351,-0.6952071
15.840122700,-0.4164216,0.5357223,0.3727858,-0.6302796
15.860136032,-0.3606817,0.6163616,0.4269663,-0.5516643
15.880148888,-0.298554,0.6847721,0.473496,-0.4630131
15.900161743,-0.2306815,0.7415811,0.510908,-0.3639276
15.920174599,-0.160005,0.7834753,0.5368913,-0.2625636
15.940186977,-0.09736787,0.8085027,0.5508159,-0.1734122
15.960200310,-0.0487101,0.8200508,0.5574328,-0.1050712
15.980212688,-0.0278378,0.8213127,0.5642425,-0.05411667
16.000226021,-0.04525812,0.8219038,0.5627338,-0.04882726
16.020238400,-0.04253956,0.8250515,0.5598418,-0.02617638
16.040251255,-0.0425275,0.8265316,0.5581007,-0.01371706
16.060264587,-0.03981441,0.8275489,0.5569068,0.007752711
16.080276966,-0.04120682,0.8282636,0.5541667,0.04252306
16.100290298,-0.04209561,0.8301472,0.5497331,0.05920042
16.120302677,-0.0403052,0.8314382,0.54757,0.06229425
16.140315533,-0.04535259,0.8323223,0.5459929,0.06084472
16.160328388,-0.05202796,0.8327515,0.544868,0.05970429
16.180341244,-0.054464,0.8331743,0.5438434,0.0609618
16.200354576,-0.05503851,0.8334873,0.5432081,0.06182625
16.220366955,-0.05486419,0.8339524,0.5423356,0.06335055
16.240379810,-0.05818407,0.8344619,0.5415385,0.06042974
16.260392666,-0.0583045,0.8340186,0.5425538,0.0572398
16.280405521,-0.05621543,0.8338922,0.542862,0.05824206
16.300417900,-0.05688315,0.833513,0.5433003,0.05893169
16.320431233,-0.05493138,0.8328736,0.5443262,0.06033826
16.340444088,-0.05361136,0.832356,0.5452325,0.06048786
16.360456944,-0.055337,0.8318328,0.5463022,0.05633317
16.380469799,-0.05879641,0.8310606,0.5476274,0.0511187
16.400482178,-0.05993142,0.8301623,0.5491321,0.04816846
16.420495510,-0.05869811,0.8296392,0.5500067,0.04872039
16.440507889,-0.05783256,0.8291512,0.5507961,0.0491429
16.460521221,-0.05636144,0.828733,0.5516115,0.04875971
16.480534077,-0.05423337,0.8283995,0.5523108,0.04892269
16.500546455,-0.05272328,0.8280514,0.5530115,0.04854894
16.520559788,-0.05213315,0.8275749,0.5538082,0.04822919
16.540572166,-0.05205758,0.8272044,0.5546341,0.04507249
16.560585499,-0.0564554,0.8266159,0.5551266,0.04450966
16.580597877,-0.05893564,0.8262358,0.5555701,0.04278668
16.600610733,-0.05837411,0.8260272,0.5561737,0.03962224
16.620624065,-0.05749871,0.8256978,0.5566782,0.04067086
16.640636444,-0.05505303,0.8255787,0.5571367,0.04019219
16.660649776,-0.05287454,0.8253788,0.5577146,0.03919644
16.680662155,-0.04938829,0.8253225,0.5581254,0.03908056
16.700675487,-0.05196758,0.8249785,0.5584637,0.03815611
16.720687866,-0.05439492,0.8246428,0.558677,0.03889933
16.740700722,-0.05226689,0.8245757,0.5592074,0.03546375
16.760714054,-0.04919103,0.8245305,0.5595657,0.0352631
16.780726433,-0.05462836,0.8240739,0.5597597,0.03485223
16.800739765,-0.05537037,0.8239382,0.5599112,0.03445354
16.820752144,-0.05799719,0.8236726,0.559988,0.03522724
16.840764999,-0.05689165,0.8235236,0.5602672,0.03606402
16.860777378,-0.05260142,0.8236406,0.5606102,0.03454225
16.880790710,-0.04902585,0.8237654,0.5608155,0.0334792
16.900804043,-0.04732116,0.8237686,0.5609775,0.03313477
16.920816421,-0.04756948,0.8237734,0.5609695,0.0327935
16.940829277,-0.0496833,0.8236898,0.5609232,0.03255077
16.960842133,-0.04980123,0.8237048,0.5607695,0.03457775
16.980854988,-0.04692209,0.8239136,0.5608467,0.03230113
17.000867367,-0.04734395,0.8238532,0.5609201,0.03195135
17.020880699,-0.04669858,0.8238587,0.5609024,0.0330472
17.040893555,-0.04567974,0.8238785,0.5609965,0.03237401
17.060906410,-0.04591632,0.8236758,0.5611665,0.03419819
17.080919266,-0.04631793,0.8235095,0.5613497,0.03465531
17.100931644,-0.04284555,0.8234888,0.5617388,0.03328193
17.120944977,-0.04259502,0.8232744,0.5620126,0.03427057
17.140957832,-0.04363591,0.823043,0.5623333,0.03324454
17.160970688,-0.04349792,0.8228878,0.5625657,0.03333347
17.180983543,-0.04366393,0.8226946,0.5627813,0.03423615
17.200995922,-0.04535977,0.8224078,0.5630674,0.03421646
17.221009255,-0.04502513,0.8222206,0.5633196,0.03499569
17.241021633,-0.04493171,0.8220608,0.5636087,0.03420712
17.261034966,-0.04551868,0.8217497,0.563979,0.03479615
17.281047821,-0.04374038,0.8216252,0.564405,0.03306612
17.301060200,-0.04092662,0.8215156,0.5647537,0.03343947
17.321073532,-0.04253999,0.8212439,0.5650006,0.03392158
17.341085911,-0.04076974,0.8212095,0.5652837,0.0321677
17.361099243,-0.04054577,0.8209217,0.5656943,0.03257556
17.381111622,-0.03983142,0.8206913,0.566114,0.03196381
17.401124477,-0.04186121,0.8202487,0.5666274,0.03163626
