Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
8.160205364,-1.725852,6.462829,-0.792118,0.04800327,0.06028865,-1.008699,11.7267,30.07621,-5.565615,882.314
8.180218697,-3.695855,9.592967,0.3660121,-0.003220787,0.04776337,-1.080941,11.7267,30.07621,-5.565615,882.314
8.200231075,0.1825881,5.045407,-0.3654385,0.003488378,0.07999402,-0.9907945,13.20959,30.73081,-7.603159,882.314
8.220244408,7.323848,-0.742397,0.1831494,0.04712348,0.02861694,-1.06887,13.20959,30.73081,-7.603159,882.314
8.240256786,15.6348,-8.479156,-0.6092554,0.0582317,0.05067739,-0.9715482,14.98401,32.84684,-9.136582,882.314
8.260269642,-1.048664,8.707079,-0.3654385,0.04212607,0.04862095,-0.989972,14.98401,32.84684,-9.136582,882.314
8.280282497,8.001036,-6.412083,-0.6702096,0.02541708,0.05494791,-0.9170196,14.98401,32.84684,-9.136582,882.3123
8.300295353,2.275716,-1.569226,-1.279752,0.09144088,0.1023427,-0.9864801,16.76393,34.65873,-11.16836,882.3123
8.320307732,-1.725852,13.19558,0.9146,0.02713009,0.006611097,-1.091819,16.76393,34.65873,-11.16836,882.3123
8.340321064,2.891342,6.285651,0.4879205,0.05531628,0.04530186,-0.9822299,18.55253,35.30625,-12.76781,882.3123
8.360333443,3.137592,1.324676,-0.6092554,0.04503131,0.05789171,-0.9734606,18.55253,35.30625,-12.76781,882.3123
8.380346775,-1.848977,0.3797283,-0.3654385,0.06956271,0.07199206,-1.063129,22.49119,36.3425,-13.97381,882.3123
8.400359154,14.46511,9.888264,1.158417,0.03882122,0.03875795,-1.081855,22.49119,36.3425,-13.97381,882.3073
8.420372009,3.630093,0.1434914,-0.3654385,0.002478374,0.05041616,-0.9417648,22.49119,36.3425,-13.97381,882.3073
8.440384388,6.154159,-3.222884,-0.9140264,0.04505878,0.05106375,-0.9918754,24.65111,37.04629,-16.00518,882.304
8.460397720,1.352277,-1.510167,-0.1216217,0.01718572,0.05335603,-0.9817948,24.65111,37.04629,-16.00518,882.304
8.480410099,8.616661,12.48687,0.8536458,-0.001927142,0.03972092,-0.9283395,28.31798,35.15658,-18.83864,882.3073
8.500423431,1.290715,-0.8605154,-1.645477,0.09735743,0.04454956,-0.9883903,28.31798,35.15658,-18.83864,882.3073
8.520435810,1.106027,6.226592,0.06124099,0.06906773,0.04821117,-1.040621,28.31798,35.15658,-18.83864,882.3054
8.540449142,2.029465,15.49889,0.3660121,0.03435054,0.05095354,-1.029591,33.39993,33.67174,-22.09377,882.3054
8.560461521,0.05946291,11.89628,0.0002867747,0.01963482,0.03200464,-0.9708526,33.39993,33.67174,-22.09377,882.3037
8.580474377,3.199155,5.163526,-0.9749807,0.06555203,0.04830293,-0.9604342,37.77602,29.32815,-26.54466,882.3037
8.600486755,-2.587728,14.79018,-0.06066744,0.03723003,0.03404179,-0.9722322,37.77602,29.32815,-26.54466,882.302
8.620500088,-2.464603,12.13251,0.5488747,0.06546204,0.06636857,-0.896997,37.77602,29.32815,-26.54466,882.302
8.640512466,-11.20649,27.0745,0.6098289,0.2469564,0.02007292,-1.003603,40.39779,23.25244,-33.9392,882.3036
8.660525799,1.167589,44.96944,-1.279752,0.1911612,0.05529622,-0.9638637,40.39779,23.25244,-33.9392,882.3036
8.680538177,10.46354,66.17171,2.07273,0.3018564,0.07415351,-0.7623994,38.64491,17.5617,-41.74496,882.3018
8.700551033,35.76576,180.8056,0.6707832,0.1631221,0.0654608,-1.233924,38.64491,17.5617,-41.74496,882.3018
8.720563888,51.52578,215.06,-7.436128,0.6090277,-0.02008032,-0.8902818,38.64491,17.5617,-41.74496,882.3
8.740576744,-43.03434,432.7523,-10.36193,0.3523749,0.01482253,-1.700463,32.58588,15.54168,-45.47421,882.3
8.760589123,-27.1512,478.2279,-8.106624,0.8124142,0.08434215,-1.019246,32.58588,15.54168,-45.47421,882.2983
8.780602455,-24.38088,583.7076,2.804181,1.053498,0.04278454,-1.095681,28.19285,20.98218,-39.77655,882.2983
8.800614834,-13.60743,689.6009,7.253838,1.296657,-0.02997087,-1.252565,28.19285,20.98218,-39.77655,882.2998
8.820628166,-10.40618,779.9615,6.949067,1.51959,0.05669073,-0.9492307,28.19285,20.98218,-39.77655,882.2998
8.840640545,-14.53087,871.3261,-0.6092554,1.692078,0.08000623,-0.9287115,31.29678,27.64842,-21.32017,882.2998
8.860653400,-20.44088,910.3052,-0.7311638,1.560025,0.08570442,-0.8580435,31.29678,27.64842,-21.32017,882.298
8.880666256,-16.624,901.3282,-4.815097,1.408254,0.06576538,-0.626287,19.83535,12.06096,-4.297685,882.298
8.900679111,-13.79212,856.7385,-3.535058,1.189258,0.006366317,-0.5559363,19.83535,12.06096,-4.297685,882.298
8.920691490,6.585097,743.0494,-8.35044,0.6807192,0.06989668,-0.4071734,19.83535,12.06096,-4.297685,882.298
8.940704823,-132.5463,523.5263,-5.241776,0.1641608,0.1142015,-0.07452749,0.6181349,23.83458,-2.011899,882.2962
8.960717201,-74.86221,195.6295,4.937578,0.03320794,0.3149885,0.1663662,0.6181349,23.83458,-2.011899,882.2962
8.980730534,-9.359612,143.4802,4.510899,0.07905874,-0.1564813,0.5862903,-9.426901,25.79649,-4.522067,882.2978
9.000742912,-7.758985,36.76021,-3.656966,-0.1872717,0.09347183,0.3687093,-9.426901,25.79649,-4.522067,882.2978
9.020755768,-16.00837,53.0015,1.34128,0.05884141,0.1306775,1.361107,-9.426901,25.79649,-4.522067,882.2978
9.040768623,-81.08002,13.54994,2.926089,-0.02084249,-0.1150484,0.7216051,-22.72673,28.56276,-10.29346,882.2978
9.060781479,-63.65781,-11.314,1.280325,0.03862208,-0.1650172,0.8972234,-22.72673,28.56276,-10.29346,882.2978
9.080793858,-69.32157,-21.17689,2.621318,-0.1287732,-0.09380081,1.049491,-36.80682,30.94338,-7.613865,882.2978
9.100807190,-68.39813,-25.54727,2.560364,-0.3418214,-0.03433738,0.9633488,-36.80682,30.94338,-7.613865,882.3011
9.120819569,-85.26628,-27.37811,1.707005,-0.09502854,-0.2824696,1.168808,-36.80682,30.94338,-7.613865,882.3011
9.140832901,-45.18903,-28.38211,0.9146,-0.07039907,-0.1869335,0.9368126,-40.10647,29.8677,0.9371576,882.3011
9.160845280,-31.15277,-9.365044,1.707005,-0.027408,-0.1886191,0.9548032,-40.10647,29.8677,0.9371576,882.3011
9.180858135,-82.86534,-25.42915,4.449944,0.1362145,-0.2152703,1.069089,-36.17616,27.63286,7.123889,882.3011
9.200870514,-52.20717,-26.96469,3.718494,-0.06996809,-0.2650157,1.042452,-36.17616,27.63286,7.123889,882.3011
9.220883846,-59.77937,-33.28403,2.560364,0.386229,-0.2665562,1.301794,-36.17616,27.63286,7.123889,882.3011
9.240896225,-80.4644,-27.43717,4.449944,0.1624322,-0.4329637,0.9601138,-30.38701,25.3729,11.27461,882.3011
9.260909557,-68.95219,-23.00772,2.255593,0.1109125,-0.3199056,1.048339,-30.38701,25.3729,11.27461,882.304
9.280922413,-93.45411,-27.14187,2.987043,-0.05607684,-0.2865408,0.8828883,-24.27825,23.48534,12.56805,882.304
9.300935268,-62.42656,-35.17392,3.352769,0.07477344,-0.3080001,1.014994,-24.27825,23.48534,12.56805,882.304
9.320948124,-72.52283,-25.37009,5.486166,0.2395985,-0.3227733,0.9293728,-21.01482,22.00943,15.39216,882.304
9.340960503,-66.55125,-28.32306,4.510899,0.1387142,-0.4717117,0.791598,-21.01482,22.00943,15.39216,882.304
9.360973835,-82.55753,8.943316,3.779448,0.181913,-0.4017097,0.9966646,-21.01482,22.00943,15.39216,882.304
9.380986214,-102.8116,54.83233,-3.352195,0.2089895,-0.5416805,0.5168211,-18.18267,20.47951,18.33666,882.3023
9.400999546,-68.52126,56.01352,6.400479,0.1495901,-0.4960684,0.7044684,-18.18267,20.47951,18.33666,882.3023
9.421011925,-45.86622,76.97955,6.156662,0.08354499,-0.500236,0.7607598,-15.94134,17.93107,18.34982,882.3056
9.441024780,10.21729,71.66422,4.632807,0.1207686,-0.4457589,0.6550377,-15.94134,17.93107,18.34982,882.3056
9.461037159,40.25983,42.90237,-1.218798,-0.02173087,-0.6443524,0.6133494,-15.94134,17.93107,18.34982,882.3039
9.481050491,6.277284,5.163526,2.682272,0.2858317,-0.2911342,1.491152,-14.84904,14.74091,15.48987,882.3039
9.501062870,9.5401,27.19262,5.242349,0.007011021,-0.3566292,0.9013389,-14.84904,14.74091,15.48987,882.3022
9.521076202,7.939473,16.03042,2.682272,-0.02798169,-0.4662704,0.812399,-18.08291,12.66459,13.40286,882.3022
9.541088581,-6.158358,7.939309,2.255593,-0.0436199,-0.46927,0.8128102,-18.08291,12.66459,13.40286,882.3004
9.561101913,-9.174925,-8.301978,0.06124099,-0.01900948,-0.5251623,0.7066194,-18.08291,12.66459,13.40286,882.3004
9.581114292,2.583529,-13.26295,0.4269663,0.004721106,-0.5412813,0.9041508,-22.05721,14.49857,16.23343,882.3019
9.601127148,1.598527,-19.05076,-0.1216217,0.1005391,-0.5485538,0.8913345,-22.05721,14.49857,16.23343,882.3019
9.621139526,-0.3099126,-12.73142,-1.523569,0.007082561,-0.4397193,0.900651,-22.48706,20.19184,17.48886,882.3019
9.641152859,-12.56087,-20.64536,0.3660121,-0.006210042,-0.2858008,0.8709665,-22.48706,20.19184,17.48886,882.3019
9.661165237,-17.79369,-17.75145,-1.096889,0.06630732,-0.5841529,0.9329677,-22.48706,20.19184,17.48886,882.2984
9.681178570,-26.78182,13.96335,1.402234,0.009678922,-0.4559032,0.782645,-22.85518,25.20643,19.9248,882.2984
9.701190948,-65.19688,7.171539,-0.06066744,0.1675067,-0.8778874,0.7076407,-22.85518,25.20643,19.9248,882.2948
9.721203804,-14.59243,24.47589,5.303303,0.002370059,-0.4899485,0.7881384,-25.44206,29.88993,23.21081,882.2948
9.741216659,-14.09993,36.0515,6.827159,0.06300394,-0.5158653,0.7832749,-25.44206,29.88993,23.21081,882.2948
9.761229515,11.32541,29.90934,5.54712,-0.08943409,-0.5478222,0.7598457,-25.44206,29.88993,23.21081,882.2948
9.781241894,22.89918,37.23269,4.81567,-0.1225697,-0.4942377,0.6360296,-29.87114,37.09145,32.58259,882.2981
9.801255226,39.39796,14.79018,0.6098289,0.1848749,-0.4225127,1.402317,-29.87114,37.09145,32.58259,882.2981
9.821267605,-1.418039,2.56492,0.6707832,-0.06414685,-0.5586993,0.8767452,-26.10389,49.83463,42.91325,882.2964
9.841280937,32.62607,8.825197,1.036508,-0.03381462,-0.4838148,0.7977427,-26.10389,49.83463,42.91325,882.2964
9.861293316,20.12887,-7.35703,-0.6702096,0.03988788,-0.3803892,0.808,-26.10389,49.83463,42.91325,882.2964
9.881306171,22.40668,-11.96365,0.5488747,-0.04636956,-0.5694959,0.7298425,-4.888379,52.37167,33.28218,882.2964
9.901319027,3.937906,-14.2079,-0.1825759,-0.1283907,-0.5102515,1.025752,-4.888379,52.37167,33.28218,882.2964
9.921331882,-3.141791,-11.43212,-1.40166,-0.07822903,-0.4501497,0.7201068,-1.838991,41.95647,22.64547,882.2964
9.941344261,2.337278,-18.63734,-2.194065,0.03729857,-0.4680931,0.9951972,-1.838991,41.95647,22.64547,882.2964
9.961357594,-13.79212,-3.57724,0.3660121,-0.1121947,-0.5102423,0.9687937,-1.838991,41.95647,22.64547,882.2964
9.981369972,-5.542732,-16.98368,-1.218798,0.01520628,-0.3962557,1.026645,-6.806,34.9595,19.28578,882.2947
10.001383305,-33.92308,5.399763,-1.279752,-0.1042577,-0.3073432,1.138138,-6.806,34.9595,19.28578,882.2947
10.021395683,4.738219,8.766138,0.7317374,0.03030362,-0.5559013,0.7726997,-12.1367,31.80972,19.6029,882.2964
10.041408539,27.94731,45.67815,5.729983,0.03073672,-0.601463,0.8530037,-12.1367,31.80972,19.6029,882.2964
10.061421394,0.9829016,31.62206,2.133684,-0.2495103,-0.7053607,0.2570708,-12.1367,31.80972,19.6029,882.3014
10.081434250,40.3214,53.35585,5.059486,-0.1081366,-0.4288438,0.7839643,-16.46498,31.5051,23.29533,882.3014
10.101446629,48.6939,28.19662,4.145173,-0.01630248,-0.6579759,0.5789518,-16.46498,31.5051,23.29533,882.3014
10.121459961,44.56921,19.57398,2.49941,-0.1469027,-0.5089669,0.973048,-17.64741,35.41539,30.26151,882.3014
10.141472340,36.31983,4.336696,1.463188,0.07618272,-0.4220872,0.7304655,-17.64741,35.41539,30.26151,882.2931
10.161485672,64.1461,18.45185,3.474677,-0.1423849,-0.4076297,0.7985305,-17.64741,35.41539,30.26151,882.2931
10.181498528,47.15484,-13.67637,2.133684,-0.0274643,-0.4968825,0.8102146,-6.128085,38.47609,24.58816,882.2964
10.201510906,60.3908,-1.864522,1.097463,-0.09289287,-0.3861526,0.6746968,-6.128085,38.47609,24.58816,882.2964
10.221524239,56.14298,-9.719399,1.463188,-0.02685316,-0.3498527,1.015308,-3.139133,33.06979,16.45232,882.2964
10.241536617,53.8036,-4.640306,1.889868,-0.0557684,-0.3707902,1.097177,-3.139133,33.06979,16.45232,882.2964
10.261549950,28.31669,-5.585253,0.7926916,0.08077468,-0.402784,0.9678481,-3.139133,33.06979,16.45232,882.2947
10.281562328,44.87703,-11.37306,0.3050579,-0.04435034,-0.3825857,0.9555615,-6.364173,30.99973,12.68605,882.2947
10.301575184,59.09798,-3.813477,-0.2435301,0.02148298,-0.1383738,0.9056055,-6.364173,30.99973,12.68605,882.298
10.321588039,60.3908,-10.25093,0.06124099,0.07139203,-0.2454462,0.9357881,-8.868048,29.64304,11.04288,882.298
10.341600895,47.40109,-6.530201,-0.4263927,-0.07177173,-0.3273368,0.9588352,-8.868048,29.64304,11.04288,882.2947
10.361613274,64.63861,-20.82253,2.49941,-0.02127037,-0.09852957,1.073447,-11.38828,29.32205,10.64632,882.2947
10.381626606,7.200723,27.84227,1.036508,-0.2556468,0.02711263,0.7887463,-11.38828,29.32205,10.64632,882.2961
10.401638985,82.43019,-10.07375,-0.9140264,-0.2366544,-0.2140446,0.6066048,-11.38828,29.32205,10.64632,882.2961
10.421652317,36.6892,-10.90058,-0.06066744,-0.07583159,-0.40688,0.728202,-13.55552,30.09165,11.43761,882.2961
10.441664696,86.00082,-5.526194,1.036508,-0.06426267,0.1066362,1.324787,-13.55552,30.09165,11.43761,882.2961
10.461677551,-10.5293,-13.67637,-0.792118,-0.04366217,-0.1705998,1.048144,-13.18788,30.0837,11.81406,882.2944
10.481690407,26.34669,-19.28699,-1.096889,0.1122331,-0.2134207,1.09512,-13.18788,30.0837,11.81406,882.2944
10.501703262,41.92202,3.391749,0.9146,-0.04360822,-0.06629786,0.9267806,-13.18788,30.0837,11.81406,882.2976
10.521715641,34.53451,-13.02672,-0.2435301,0.1163174,-0.2369031,0.9640144,-10.6537,30.04493,10.21943,882.2976
10.541728973,21.11387,-5.585253,0.4269663,-0.05333175,-0.0780612,0.8913867,-10.6537,30.04493,10.21943,882.2976
10.561741352,23.82262,-1.923581,-0.3044843,0.01744303,-0.1518349,1.025777,-11.01369,30.42796,7.729308,882.2976
10.581754684,17.91261,-12.79048,-1.40166,-0.05477154,-0.1431462,0.9159653,-11.01369,30.42796,7.729308,882.2976
10.601767063,27.57794,3.450808,-0.5483012,-0.01810728,-0.1623729,0.923646,-11.01369,30.42796,7.729308,882.2976
10.621779919,-4.003668,-29.20894,-0.6702096,-0.1297857,-0.3186024,0.82636,-10.99361,28.96364,6.54378,882.2976
10.641792297,-12.4993,-28.67741,0.06124099,-0.05190744,-0.1619817,0.9878018,-10.99361,28.96364,6.54378,882.3009
10.661805630,-7.820548,-2.632292,1.707005,-0.1564915,-0.1208145,0.9491794,-12.42005,30.46053,5.726487,882.3009
10.681818008,-6.404608,-3.872536,0.7926916,0.1056834,-0.1865282,1.24219,-12.42005,30.46053,5.726487,882.2992
10.701831341,-19.51744,5.458822,0.6098289,0.01974336,-0.3245515,0.8571964,-12.42005,30.46053,5.726487,882.2992
10.721843719,11.44854,18.45185,-2.255019,0.006618315,-0.06694915,0.6100035,-12.42202,30.45914,6.099656,882.2992
10.741857052,-44.63497,-26.25598,-3.778875,-0.178763,0.1823799,1.381112,-12.42202,30.45914,6.099656,882.2992
10.761869907,-42.29559,31.68112,1.828913,-0.716338,0.6222755,1.843063,-11.37904,30.43754,6.917492,882.3009
10.781882286,149.8412,76.80237,1.158417,0.06853129,-0.4048516,0.5745394,-11.37904,30.43754,6.917492,882.3009
10.801895618,6.215721,60.02954,9.509145,-0.1615829,-0.4665743,-0.2895047,-11.37904,30.43754,6.917492,882.3009
10.821907997,56.14298,38.35481,2.987043,-0.017239,-0.03748738,0.9261323,-13.5571,29.35124,13.05276,882.3009
10.841921329,54.7886,38.17763,2.560364,-0.2216838,-0.160355,0.7215924,-13.5571,29.35124,13.05276,882.306
10.861933708,57.00486,21.46387,3.23086,-0.01902569,-0.2158433,0.9120889,-15.41456,29.33253,26.53318,882.306
10.881946564,63.09954,-3.104766,5.181395,-0.1602493,-0.2337191,0.485893,-15.41456,29.33253,26.53318,882.306
10.901958942,61.49892,-5.408076,2.377501,-0.1732229,-0.01786309,0.9712387,-15.41456,29.33253,26.53318,882.306
10.919470310,62.66861,17.8022,2.560364,-0.1688304,0.0001287257,0.963671,2.33215,27.3247,5.414408,882.306
10.939483643,9.232287,3.037393,1.036508,-0.03156127,0.2491827,1.67584,2.33215,27.3247,5.414408,882.306
10.959496021,84.27707,43.31578,1.707005,-0.2836396,-0.2836385,0.7116892,-2.246265,22.42928,-5.275577,882.3042
10.979508877,86.73957,292.3685,14.44644,0.1176131,0.2647415,0.7459404,-2.246265,22.42928,-5.275577,882.3042
10.999521732,32.50294,454.9586,-5.851318,1.333461,0.4150096,2.040754,-2.246265,22.42928,-5.275577,882.3058
11.019534588,-48.39029,781.6742,-18.46884,0.198906,0.001721812,-0.02994187,-3.236168,20.70193,-13.00167,882.3058
11.039546967,-25.48901,981.5306,6.339525,0.6610046,-0.0842921,0.2596368,-3.236168,20.70193,-13.00167,882.3058
11.059560299,-15.51587,1198.514,2.07273,0.2637595,0.08596341,-1.208813,-6.075155,20.79324,-23.7249,882.3058
11.079572678,-24.93495,1282.674,-4.1446,0.04647318,0.03242135,-2.180969,-6.075155,20.79324,-23.7249,882.304
11.099586010,-22.34932,1269.09,-10.97147,0.2787181,-0.04951426,-2.608988,-6.075155,20.79324,-23.7249,882.304
11.119598389,-6.281483,1106.972,-10.72765,0.049176,-0.1762894,-3.081281,2.283543,21.41515,-33.04055,882.304
11.139611244,23.39168,701.9442,1.889868,-0.6637159,-0.0807527,-4.989,2.283543,21.41515,-33.04055,882.304
11.159624577,-127.1904,65.10864,2.49941,0.01354079,-0.5855656,-1.991491,22.21773,3.188687,-31.29439,882.3073
11.179636955,-109.6451,154.9377,-4.327463,-0.2736753,0.275616,-1.100641,22.21773,3.188687,-31.29439,882.3073
11.199650288,-98.81005,222.029,7.863381,0.2060396,-0.1202009,-1.435825,22.21773,3.188687,-31.29439,882.3055
11.219662666,-33.36902,75.26682,6.766204,-0.5626867,0.7924387,-0.0962172,2.393286,11.38947,-35.92766,882.3055
11.239675522,-24.87338,3.982341,0.4879205,-0.2355665,0.2209872,-1.048802,2.393286,11.38947,-35.92766,882.3037
11.259688377,-16.624,-1.155811,1.158417,-0.1206487,0.08610826,-1.001746,4.447833,19.59614,-31.40895,882.3037
11.279701233,-6.897109,-28.85459,1.097463,-0.07613724,0.1673739,-1.089832,4.447833,19.59614,-31.40895,882.3037
11.299713612,22.83762,40.06753,6.034754,-0.05592447,0.2105702,-0.8531705,4.447833,19.59614,-31.40895,882.3037
11.319726944,6.092596,-10.30999,-0.8530722,-0.1930254,0.1702263,-1.028321,0.4178553,17.80059,-23.23958,882.3037
11.339739323,6.954472,-23.1849,-2.803607,-0.1243387,0.107762,-0.7890071,0.4178553,17.80059,-23.23958,882.3037
11.359752655,5.292283,9.002376,1.402234,-0.08186614,0.1385433,-1.184778,0.7296206,18.86192,-14.21517,882.3053
11.379765034,23.207,-1.628285,0.9755543,-0.06105663,0.1097741,-0.9878432,0.7296206,18.86192,-14.21517,882.3053
11.399777889,-7.020234,-1.037693,-0.2435301,-0.08663931,0.1476944,-0.873108,0.7296206,18.86192,-14.21517,882.307
11.419790268,4.245718,-4.817483,-2.011203,-0.05040574,0.2075205,-0.9720251,3.573406,21.2999,-8.896349,882.307
11.439803600,4.799782,12.30969,0.9146,-0.08376535,0.1166236,-1.216368,3.573406,21.2999,-8.896349,882.3053
11.459815979,20.5598,-0.4471008,-0.1216217,-0.08306646,0.08782941,-0.9586211,5.699954,23.02732,-6.446973,882.3053
11.479829311,20.37512,6.226592,-0.4263927,-0.07748725,0.1532414,-0.7628847,5.699954,23.02732,-6.446973,882.3086
11.499841690,-17.30119,-7.41609,-0.6702096,-0.1373196,0.1346221,-0.9917315,6.726182,24.78045,-5.624515,882.3086
11.519855022,10.21729,-9.365044,-0.3654385,-0.02517477,0.02429716,-1.09811,6.726182,24.78045,-5.624515,882.3086
11.539867401,24.93075,17.62502,1.767959,-0.1039119,0.0850884,-1.102191,6.726182,24.78045,-5.624515,882.3086
11.559880257,-20.564,-22.12184,-2.681699,-0.05841867,0.2810016,-0.8612908,7.822327,25.8607,-5.176431,882.3069
11.579893589,-16.43931,17.09349,3.23086,-0.02895353,0.1926512,-0.9160426,7.822327,25.8607,-5.176431,882.3069
11.599905968,6.89291,-3.459121,-0.8530722,-0.1178755,-0.02396806,-1.202175,8.915913,27.24718,-4.789745,882.3086
11.619919300,71.65674,26.89732,2.621318,-0.0745704,0.1338589,-0.735499,8.915913,27.24718,-4.789745,882.3086
11.639931679,-65.62782,-17.63334,-2.255019,0.0004744683,0.2286113,-1.029188,8.915913,27.24718,-4.789745,882.3069
11.659944534,38.84389,21.05046,3.840402,-0.08024133,0.119523,-0.8902311,8.917086,26.87837,-4.355338,882.3069
11.679956913,-12.25305,-17.3971,-0.9749807,-0.02818705,0.04233493,-1.043378,8.917086,26.87837,-4.355338,882.3098
11.699970245,-10.65243,9.002376,0.6098289,0.05997764,0.1489869,-0.8649269,9.604902,25.08698,-3.110045,882.3098
11.719982624,13.04917,-2.159818,-0.2435301,-0.02524242,0.1437892,-1.127074,9.604902,25.08698,-3.110045,882.3098
11.739995956,4.184156,5.517881,-0.1825759,0.02887427,0.05880788,-0.9503121,9.604902,25.08698,-3.110045,882.3098
11.760008335,-18.28619,7.584954,1.402234,-0.0313558,0.1998707,-0.9565716,7.817283,25.48748,-3.560321,882.3081
11.780021667,19.39011,-0.2108639,1.585096,0.01968075,0.1159284,-1.070645,7.817283,25.48748,-3.560321,882.3081
11.800034046,-19.14806,8.175546,0.9146,0.09692734,0.1163203,-1.090217,8.165182,27.99141,-3.92367,882.3081
11.820046902,-21.97994,-0.1518047,-1.035935,-0.1318707,0.1704875,-1.079345,8.165182,27.99141,-3.92367,882.3081
11.840059280,15.94261,-5.526194,-0.6092554,-0.0507407,0.07773133,-1.008851,8.165182,27.99141,-3.92367,882.3114
11.860072613,20.31355,7.644013,1.219371,-0.03420199,0.1259702,-0.9765167,8.146476,29.76474,-3.545877,882.3114
11.880084991,4.861344,14.31771,0.4269663,-0.01524015,0.1810424,-0.9315571,8.146476,29.76474,-3.545877,882.3051
11.900098324,21.48324,2.623979,0.2441037,-0.07519071,0.1261549,-1.033646,8.877843,30.79338,-3.90977,882.3051
11.920111179,-8.620862,-2.396055,0.4879205,-0.03077782,0.1958857,-1.029553,8.877843,30.79338,-3.90977,882.3081
11.940123558,31.08701,-3.400062,-2.864562,-0.07173743,-0.01657702,-0.9575193,8.877843,30.79338,-3.90977,882.3081
11.960136890,-30.84495,-4.404069,-3.230287,-0.02840432,0.08482023,-0.8893965,8.504769,31.16712,-3.912096,882.3081
11.980149269,-28.1362,28.6691,4.38899,-0.09267652,0.1356399,-1.133624,8.504769,31.16712,-3.912096,882.3081
12.000162601,14.40354,-20.5863,-2.011203,-0.03252282,0.1116523,-1.147169,7.022484,32.29955,-5.166256,882.3098
12.020174980,22.09887,31.68112,2.316547,-0.1820291,0.007384694,-1.117563,7.022484,32.29955,-5.166256,882.3098
12.040188313,2.275716,19.1015,1.524142,-0.2186912,0.1309738,-1.202644,7.022484,32.29955,-5.166256,882.3115
12.060200691,27.82419,-15.27097,-3.169333,-0.04496137,0.2196939,-0.6230998,7.382278,33.33334,-5.160263,882.3115
12.080213547,37.79733,-18.9917,0.6707832,-0.1505705,0.03024917,-0.8699248,7.382278,33.33334,-5.160263,882.3086
12.100225925,-54.48498,17.32973,-0.4263927,0.09415653,0.02494508,-0.7460392,7.749213,34.06417,-5.9636,882.3086
12.120239258,2.398841,32.27171,2.011776,-0.1564235,0.1112682,-0.9388399,7.749213,34.06417,-5.9636,882.3086
12.140251637,-24.75026,-21.82654,-1.40166,-0.02084676,0.2089512,-0.7559726,7.749213,34.06417,-5.9636,882.3086
12.160264969,-48.57497,0.7931429,0.9755543,-0.02662609,0.10922,-1.172294,7.740321,34.79715,-5.588517,882.3086
12.180277348,-9.236487,-2.336996,-0.4873469,-0.02952804,0.0004345791,-1.119578,7.740321,34.79715,-5.588517,882.3115
12.200290203,-28.44401,3.33269,-1.82834,-0.06408046,0.08502017,-1.307879,7.36436,35.47688,-5.590046,882.3115
12.220303059,28.93231,15.55795,1.950822,-0.03340442,0.1071661,-1.225474,7.36436,35.47688,-5.590046,882.3115
12.240315914,36.07358,14.67206,1.097463,-0.1693852,0.07354507,-1.11118,7.36436,35.47688,-5.590046,882.3115
12.260329247,11.87948,-26.96469,-2.803607,-0.04649664,0.1769614,-0.949077,6.968788,37.9909,-5.151428,882.3081
12.280341625,48.13984,13.13652,2.133684,-0.1008652,0.04962369,-0.7580157,6.968788,37.9909,-5.151428,882.3081
12.300354958,17.54324,-19.46417,-0.2435301,-0.2200763,0.06591335,-0.808966,8.45298,37.59911,-5.574617,882.3097
12.320367336,-83.54253,4.927289,-2.255019,0.1312602,0.474296,-0.6199784,8.45298,37.59911,-5.574617,882.3097
12.340380192,17.54324,21.16858,0.6098289,-0.1363712,0.04428524,-1.317129,8.45298,37.59911,-5.574617,882.3097
12.360392571,71.04111,-33.99274,-1.096889,-0.07782763,-0.06925642,-0.7280117,9.492895,39.05392,-6.805386,882.3097
12.380405903,-113.9544,11.7191,-2.072157,0.03617366,0.3045952,-0.6854407,9.492895,39.05392,-6.805386,882.3114
12.400418282,7.200723,14.67206,1.767959,-0.1705137,0.1775074,-1.473624,10.59387,40.076,-7.165995,882.3114
12.420431614,3.506968,-6.707379,0.6098289,-0.08936365,-0.03419969,-1.334064,10.59387,40.076,-7.165995,882.3114
12.440443993,57.80517,9.002376,1.036508,0.01784521,-0.05848711,-1.046007,11.25704,41.84032,-7.590716,882.3114
12.460456848,25.05387,27.90133,0.06124099,-0.06619672,0.2017868,-0.8397469,11.25704,41.84032,-7.590716,882.3129
12.480469704,16.80449,-20.52724,-0.9749807,-0.04102769,0.1564947,-1.013001,11.25704,41.84032,-7.590716,882.3129
12.500482559,28.07044,-6.766438,0.3050579,-0.01202068,0.02741909,-0.6487488,9.850015,40.8251,-7.606012,882.3129
12.520495891,-28.50558,11.24663,0.2441037,-0.03510009,0.06276771,-0.9982998,9.850015,40.8251,-7.606012,882.3129
12.540508270,21.72949,25.4799,0.6707832,-0.1461322,0.0200331,-0.8960843,6.954741,40.87646,-7.63173,882.3111
12.560521603,-22.65713,-7.179852,-0.5483012,-0.01337698,0.1141726,-0.8050464,6.954741,40.87646,-7.63173,882.3111
